"name","address1_composite","address2_composite","telephone1","websiteurl","chc_256characterstatement","sl_federalein","chc_ntee1","chc_ntee2","chc_ntee3"
"American Diabetes Association, California, Oakland","2451 Crystal Dr Ste 900
(Oakland, CA, Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Colorado","2451 Crystal Dr Ste 900
(Colorado Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Florida","2451 Crystal Dr Ste 900
(Florida Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Georgia","2451 Crystal Dr Ste 900
(Georgia Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Illinois","2451 Crystal Dr Ste 900
(Illinois Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Indiana","2451 Crystal Dr Ste 900
(Indiana Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Louisiana","2451 Crystal Dr Ste 900
(Lousiana Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Massachusetts","2451 Crystal Dr Ste 900
(Massachusetts Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Michigan","2451 Crystal Dr Ste 900
(Michigan Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, New York, New York City","2451 Crystal Dr Ste 900
(New York Virtual Office)
Arlington, VA 22202
USA","5 Pine W Plaza Ste 505
Albany, NY 12205
USA","800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, New York, Rochester","2451 Crystal Dr Ste 900
(Rochester, NY, Virtual Office)
Arlington, VA 22202
USA","5 Pine W Plaza Ste 505
Albany, NY 12205
USA","800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Pennsylvania","2451 Crystal Dr Ste 900
(Bala Cynwyd, PA, Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Pennsylvania, Pittsburgh","2451 Crystal Dr Ste 900
(Pittsburgh, PA, Virtual Office)
Arlington, VA 22202
USA","150 Monument Rd Ste 100
Bala Cynwyd, PA 19004
USA","800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Texas","2451 Crystal Dr Ste 900
(Dallas, TX, Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Texas, Houston","2451 Crystal Dr Ste 900
(Houston, TX ,Virtual Office)
Arlington, VA 22202
USA","4100 Alpha Rd Ste 100
Dallas, TX 75244
USA","800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Virginia","2451 Crystal Dr Ste 900
(Chesapeake, VA, Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Diabetes Association, Washington","2451 Crystal Dr Ste 900
(Washington State, Virtual Office)
Arlington, VA 22202
USA",,"800-342-2383","http://www.diabetes.org","Committed to finding a cure for diabetes, improving diabetes care and providing information and support to help Stop Diabetes through research, community programs and advocacy.","131623888","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Family Association","107 Park Gate Dr
PO Drawer 2440
Tupelo, MS 38803
USA",,"662-844-5036","http://www.afa.net","Educates and motivates Christians through radio, video, internet and print to act on issues affecting families. Examples: media indecency, pornography, abortion, entertainment, education, and parenting.","640607275","R  Civil Rights, Social Action, Advocacy","X  Religion, Spiritual Development","B  Educational Institutions"
"American Foundation for Suicide Prevention","199 Water St 11th Fl
New York, NY 10038
USA",,"212-363-3500","https://www.afsp.org","We are dedicated to saving lives and bringing hope to those affected by suicide.","133393329","F  Mental Health, Crisis Intervention","E  Health General & Rehabilitative","H  Medical Research"
"American Heart Association, Alabama, Southeast Affiliate, Birmingham","1449 Medical Park Dr
Birmingham, AL 35213
USA","11207 Blue Heron Blvd N
Saint Petersburg, FL 33716
USA","205-510-1500","http://www.heart.org","To be a relentless force for a world of longer, healthier lives.","135613797","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","K  Agriculture, Food, Nutrition"
"American Heart Association, Arizona, Western States Affiliate, Tempe","2929 S 48th St
Tempe, AZ 85282
USA","816 S Figueroa St
Los Angeles, CA 90017
USA","602-414-5353","http://www.heart.org","Our mission is to build healthier lives, free of cardiovascular diseases and stroke. We fund innovative research, fight for stronger public health policies, and provide critical tools and information to save and improve lives.","135613797","G  Disease, Disorders, Medical Disciplines","H  Medical Research","U  Science and Technology Research Institutes"
"American Heart Association, Arizona, Western States Affiliate, Tucson","2601 N Campbell Ave Ste 204
Tucson, AZ 85719
USA","816 S Figueroa St
Los Angeles, CA 90017
USA","520-917-7520","http://www.heart.org","Our mission is to build healthier lives, free of cardiovascular diseases and stroke. We fund innovative research, fight for stronger public health policies, and provide critical tools and information to save and improve lives.","135613797","G  Disease, Disorders, Medical Disciplines","H  Medical Research","U  Science and Technology Research Institutes"
"American Heart Association, Arkansas, Southwest Affiliate, Fayetteville","108 E Sunbridge Dr
Fayetteville, AR 72703
USA","10900 Stonelake Blvd Ste 320
Austin, TX 78759
USA","479-439-6800","http://www.heart.org","Building healthier lives, free of cardiovascular diseases and stroke. ","135613797","B  Educational Institutions","H  Medical Research","E  Health General & Rehabilitative"
